,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
A1,2.399592903111802,-0.056279344549638365,1.9890414857375867,-1.3894511067419768,3.80283022418616e-15,-0.7713246562026878,-1.6932590885597756,-0.15401240538536673,-0.7485146158037086,1.0620178839522314,-1.1221803674215527,2.647282057157757e-15,0.419170744617924,-1.059851903145292e-15,1.07960481064159,-0.07485533325034772,-6.798982361811648e-10,-0.6391326469686732,8.918690113552006e-11,-0.23322228732177552,-0.35733691930245787,-0.6906366132884364,0.5182650485896771,1.2730648531462302e-14,0.20952922314957928
A2,2.9096225201084125,0.26089107971989545,2.2032387060340484,-1.3149098638230738,-0.712436443574023,-1.237738938606023,-1.1944395107311734,0.6642738296723095,-0.6606558149375242,0.635884378724693,-0.6060470902877391,0.9111732410418697,0.03201961466243874,-0.6593475197598777,0.27997798054492806,-0.4735779238369914,-0.8919880691935733,-0.14306021998055737,-0.47298137254881567,-0.03151128334563174,0.3231220134644892,0.01814823040587628,0.037966405331465315,-0.6558358186638436,-0.0008133800459251335
A3,2.3902393869343226,0.8688425366901307,1.2599067312774264,-0.5579949911862222,-1.6418162130713823,-1.1936340248611805,0.5070899102546904,1.1962082324132504,-0.49978211850101545,-0.6677092117088324,0.23392737700326469,1.200690798809995,0.3131361608005834,-0.6076593966724081,-0.9598919589019304,-0.27606791658723606,-0.5219828846360554,-0.2256737501425649,-0.1660251375588034,-0.4836298216966857,0.2739090306202378,0.5623588233123892,-0.42875324189970226,0.005491554005842629,0.6637649346703524
A4,1.697895600113906,1.6200768523519897,0.0,-0.1985607945823385,-2.064610362105214,-0.5741627209359185,1.5348945209144318,0.624297128915481,-0.947759349289042,-1.3058642456299114,-9.106116495328833e-15,2.535693440758531e-17,0.7669355548282931,-0.22813429797936333,-0.5906357085237245,0.6786421893151207,0.4958859069020265,-0.4958859079570588,-0.34816880571585573,-0.34816880598213645,0.3330360830919149,-3.5095018858151365e-14,0.058364567969179965,0.9273921376516796,8.559304964380561e-14
A5,0.9799455021064292,2.3468784572950683,-1.2599067312774255,-0.5579949911862241,-1.6418162130713827,0.5677807127559739,1.165987746338156,-0.013080279651678933,-1.2963507270607129,-0.6677092117088282,-0.23392737700327973,-1.2006907988099953,0.31313616080058493,-0.6076593966724082,0.4058992634586291,0.9126071746688944,0.22567375125311437,0.5219828841559206,-0.4836298215697089,-0.16602513792868928,0.2739090306202412,-0.5623588233123689,-0.4287532418997346,0.005491554005919499,-0.6637649346703441
A6,0.3970120404738405,2.8941922542772094,-2.2032387060340466,-1.3149098638230805,-0.7124364435740238,1.7177857275931412,-0.0888572957870829,0.3447330868283128,-0.8711400148334999,0.6358843787246891,0.6060470902877444,-0.9111732410418694,0.03201961466243635,-0.6593475197598772,0.4304070195878957,-0.34265655841561604,0.1430602218783181,0.8919880688892021,-0.03151128298388999,-0.4729813725729195,0.32312201346449215,-0.018148230405834572,0.037966405331474044,-0.6558358186637736,0.0008133800458204163
A7,0.05627934454963877,2.39959290311181,-1.9890414857375849,-1.3894511067419812,3.678064501555014e-15,1.6932590885597703,-0.7713246562026872,0.7485146158037158,-0.15401240538536803,1.0620178839522176,1.122180367421565,-2.67297086717574e-15,0.4191707446179234,-7.205453172238157e-16,-0.07485533325034814,-1.0796048106415825,0.6391326469686723,-6.798987566847745e-10,-0.23322228732177694,-8.918721564178667e-11,-0.35733691930245154,0.6906366132884166,0.5182650485897173,9.495940469374153e-14,-0.20952922314958913
B1,2.8941922542772125,-0.39701204047383953,2.203238706034048,-1.314909863823071,0.7124364435740305,-0.08885729578708572,-1.7177857275931419,-0.8711400148334993,-0.344733086828306,0.635884378724693,-0.606047090287744,-0.9111732410418649,0.03201961466244128,0.6593475197598767,0.34265655841561604,0.4304070195878988,0.8919880688892023,-0.14306022187831915,0.4729813725729152,-0.031511282983892046,0.3231220134644962,0.018148230405840612,0.03796640533133638,0.6558358186638522,-0.0008133800456538064
B2,3.272231731964609,-0.07674595838763834,2.3083697752007706,-0.8247057472235437,3.3383876030571664e-15,-0.45032998414335623,-0.9885919403325045,0.08707052962655194,0.4231708729447321,0.33809289929949843,0.4114620980714451,-2.2635682183653847e-16,-1.1264636382629662,3.250059325146789e-15,-0.1784804138925115,0.012375093857392883,1.1423405770455227e-09,1.0738477518761547,-3.3510056701528494e-10,0.87629037425285,0.904768278375544,0.31609669743291463,-0.11246468603272249,9.048460939119848e-14,-1.059669010817125
B3,2.6106431644817243,0.6900858857010981,1.3241818347205123,0.32132826622100263,-1.2301258706494647,-0.7913663379957434,0.8197891936099976,0.7896568741389945,0.9222384052089824,-0.4205569796342893,1.0681273383328278,0.8093102671280862,-0.8935851462760668,0.3745785113654614,-0.4839590760419871,-0.4887583763796385,0.09939909722538144,0.5771896198753403,0.8849212090506485,0.23152194167956877,0.2881724112938964,-0.02180147164946896,0.06313433770389944,-0.3134186758736153,0.00747922523411886
B4,1.7251752282122574,1.6461061877363017,1.1643606361877278e-15,0.8578777214164803,-1.7992709110078149,-0.667291013044415,1.7838520029788385,-0.18796497993458727,0.28535381442711155,-0.7891407803161986,-4.460138691589633e-15,-1.8019012588976127e-16,-0.17240396585078616,1.1733713589714923,0.11847184597442624,-0.13612450409617474,0.694672760093392,-0.6946727615713515,0.606654077043961,0.6066540775079372,0.4203074989532303,-3.1235136508086824e-14,1.169047416231186,-0.006424188761265744,-5.96750222351615e-15
B5,0.8117182891602623,2.5754202920963696,-1.3241818347205112,0.32132826622100413,-1.230125870649462,0.05904550279306139,1.1379053701747046,-1.1590790027122297,-0.36141045971167685,-0.42055697963426936,-1.0681273383328345,-0.8093102671280844,-0.8935851462760654,0.374578511365461,0.5508718356656422,0.4118754161576491,-0.5771896200868193,-0.09939909599736806,0.2315219410027726,0.8849212092277232,0.28817241129389715,0.021801471649489472,0.06313433770388369,-0.3134186758736957,-0.007479225234192193
B6,0.0767459583876405,3.2722317319646086,-2.308369775200768,-0.8247057472235443,2.009480348230168e-15,0.9885919403325029,-0.4503299841433585,-0.42317087294473243,0.08707052962655268,0.33809289929950326,-0.41146209807144496,9.651630168000876e-16,-1.126463638262967,2.5438463639935973e-15,0.012375093857392726,0.17848041389250746,-1.0738477518761491,1.1423403202100871e-09,0.8762903742528505,3.3509607018169516e-10,0.9047682783755303,-0.3160966974329155,-0.1124646860327353,-1.1371808276394037e-13,1.059669010817135
B7,-0.26089107971989417,2.9096225201084045,-2.2032387060340475,-1.3149098638230727,0.7124364435740299,1.1944395107311763,-1.2377389386060234,0.6606558149375289,0.6642738296723109,0.6358843787246824,0.6060470902877536,0.9111732410418661,0.03201961466243842,0.6593475197598769,-0.4735779238369879,-0.27997798054492906,0.14306021998055707,-0.8919880691935719,-0.03151128334563242,0.4729813725488191,0.323122013464495,-0.018148230405892002,0.03796640533132238,0.6558358186637803,0.0008133800457633542
C1,2.346878457295068,-0.9799455021064292,1.2599067312774246,-0.5579949911862133,1.6418162130713883,1.1659877463381567,-0.5677807127559746,-1.2963507270607093,0.013080279651673169,-0.6677092117088346,0.2339273770032605,-1.2006907988099964,0.3131361608005858,0.6076593966724056,-0.9126071746688961,0.40589926345862964,0.5219828841559199,-0.22567375125311662,0.16602513792868756,-0.48362982156970746,0.2739090306202377,0.5623588233123917,-0.4287532418996988,-0.005491554006011719,0.6637649346703495
C2,2.5754202920963687,-0.8117182891602616,1.3241818347205117,0.3213282662210096,1.2301258706494593,1.137905370174705,-0.05904550279306248,-0.3614104597116759,1.1590790027122266,-0.4205569796342885,1.0681273383328242,-0.8093102671280901,-0.8935851462760691,-0.37457851136545645,-0.41187541615765166,0.5508718356656412,-0.09939909599737104,0.5771896200868195,-0.8849212092277193,0.23152194100277113,0.2881724112938945,-0.02180147164950645,0.06313433770382146,0.3134186758736226,0.007479225234003803
C3,1.8850020521041833,-0.0442102824314813,0.7606742510963102,1.6662393800843032,-3.9130883650867425e-15,0.3740658633645097,0.8211722752130856,0.38258022736361574,1.8593754911017153,0.37326191124209696,1.196498959001103,-1.925599972042422e-15,-0.5744733754167688,1.7314783150418398e-16,0.6962825067818528,-0.04827734979299313,3.543982280657993e-10,0.3331499185110252,3.1240088130549053e-10,-0.816931507213499,-0.22507005868731084,-0.9740721766794378,-0.31626686791495734,-8.830833997297248e-14,0.2913934882161668
C4,0.9728265174644515,0.928239476085943,9.241659795137295e-16,2.284535384608053,-0.5815180786624575,-0.40511725779382163,1.0829896066781004,-0.7705120448922005,1.1697314635340268,0.7730608587124581,7.670944914392522e-15,8.193601897545255e-16,0.3047247573810892,0.9516878047527598,0.7461929870558379,-0.8573779659426427,0.44696841599237674,-0.4469684169433294,-0.43126911145591174,-0.4312691117857513,0.47029775808335456,1.3103659638595475e-14,0.06519209012296542,-0.4507295607964663,-2.18149282466762e-14
C5,0.04421028243147897,1.8850020521041853,-0.7606742510963083,1.6662393800843054,-6.483658716959779e-15,-0.8211722752130864,0.3740658633645088,-1.8593754911017144,0.38258022736361663,0.3732619112421188,-1.1964989590010946,4.1724297344854165e-15,-0.5744733754167667,1.988093635056097e-15,-0.04827734979299477,-0.6962825067818516,-0.333149918511028,3.5439949778929104e-10,-0.8169315072134977,-3.1239948850165127e-10,-0.2250700586873038,0.9740721766794591,-0.31626686791491243,2.87068992916118e-14,-0.2913934882161684
C6,-0.6900858857010969,2.6106431644817225,-1.3241818347205119,0.32132826622101046,1.2301258706494598,-0.819789193609997,-0.7913663379957423,-0.922238405208986,0.789656874138996,-0.42055697963427374,-1.0681273383328282,0.8093102671280915,-0.8935851462760688,-0.374578511365456,-0.4887583763796395,0.4839590760419843,-0.5771896198753421,0.09939909722537715,0.23152194167956983,-0.8849212090506515,0.2881724112938934,0.021801471649481725,0.06313433770384787,0.31341867587370603,-0.007479225233927688
C7,-0.868842536690131,2.390239386934319,-1.2599067312774248,-0.5579949911862139,1.6418162130713883,-0.5070899102546901,-1.1936340248611814,0.49978211850101306,1.1962082324132493,-0.6677092117088386,-0.23392737700326655,1.2006907988099966,0.3131361608005874,0.6076593966724062,-0.276067916587234,0.9598919589019285,0.2256737501425603,-0.5219828846360555,-0.48362982169668534,0.16602513755880574,0.27390903062024186,-0.5623588233123686,-0.42875324189973596,-0.005491554005931784,-0.6637649346703451
D1,1.6200768523519926,-1.6978956001139063,-1.5933064180092722e-16,-0.19856079458232595,2.0646103621052188,1.5348945209144336,0.5741627209359155,-0.9477593492890373,-0.6242971289154892,-1.3058642456299108,-8.404556903777338e-15,3.2751678887706235e-16,0.7669355548282949,0.22813429797936094,-0.6786421893151197,-0.5906357085237238,-0.49588590795705656,-0.49588590690202966,0.34816880598213734,-0.34816880571585274,0.3330360830919102,3.0708141500882444e-14,0.05836456796937312,-0.927392137651666,-8.6440505580873e-14
